Gene Symbol,Ensembl ID,Pvalue,LogFC,Dataset,Accession,Tissue,origem
ASPN,ENSG00000106819,	9.80253948891077e-08,	63.9101246220077,,,,Kropski_Fibroblasts.csv
CCL4,ENSG00000275302,	2.5640912922880096e-42,	175.954195093049,,,,Kropski_Fibroblasts.csv
CFD,ENSG00000197766,	2.19701595150706e-08,	91.2913584539779,,,,Kropski_Fibroblasts.csv
COL1A1,ENSG00000108821,	5.11571534617684e-149,	199.79247605217,,,,Kropski_Fibroblasts.csv
COL1A2,ENSG00000164692,	1.9138430082422e-139,	170.573898420305,,,,Kropski_Fibroblasts.csv
COL3A1,ENSG00000168542,	2.85504412127891e-160,	178.058915994024,,,,Kropski_Fibroblasts.csv
CTGF,CTGF,	4.32291630532237e-249,	-68.7114405238367,,,,Kropski_Fibroblasts.csv
DCN,ENSG00000011465,	8.30601172190974e-56,	-97.6066406559133,,,,Kropski_Fibroblasts.csv
FBLN1,ENSG00000077942,	1.15484340205784e-33,	-40.1466791773188,,,,Kropski_Fibroblasts.csv
FOS,ENSG00000170345,	1.32316707856035e-100,	56.7261667628251,,,,Kropski_Fibroblasts.csv
GPX3,ENSG00000211445,	1.2668975363232901e-199,	-32.7648619034768,,,,Kropski_Fibroblasts.csv
IGFBP6,ENSG00000167779,	4.65501406386861e-46,	-45.6696153379027,,,,Kropski_Fibroblasts.csv
IGHG1,ENSG00000211896,	2.48603670751313e-40,	783.341442718157,,,,Kropski_Fibroblasts.csv
IGLV3-19,ENSG00000211663,	1.3479676210885599e-62,	158.654490013236,,,,Kropski_Fibroblasts.csv
JUN,ENSG00000177606,	1.34997818063695e-74,	55.3184881502313,,,,Kropski_Fibroblasts.csv
LUM,ENSG00000139329,	3.27657787286689e-48,	68.0147847931015,,,,Kropski_Fibroblasts.csv
MALAT1,ENSG00000251562,	4.0824640698810307e-171,	-585.237564476178,,,,Kropski_Fibroblasts.csv
MGP,ENSG00000111341,	3.64497307772981e-29,	235.655910078907,,,,Kropski_Fibroblasts.csv
MT-CO2,ENSG00000198712,	3.2965847418442892e-34,	73.8133914866001,,,,Kropski_Fibroblasts.csv
MT-ND2,ENSG00000198763,	8.23683416169265e-211,	-51.4399899086986,,,,Kropski_Fibroblasts.csv
MT2A,ENSG00000125148,	1.39876589407724e-57,	211.103912104699,,,,Kropski_Fibroblasts.csv
PLA2G2A,ENSG00000188257,	9.76358358416073e-80,	-101.476707517843,,,,Kropski_Fibroblasts.csv
RPL21,ENSG00000122026,	4.1850076907938705e-214,	-35.0591968608225,,,,Kropski_Fibroblasts.csv
RPL39,ENSG00000198918,	1.347588357104e-106,	52.3287706841048,,,,Kropski_Fibroblasts.csv
RPL41,ENSG00000229117,	1.77493096590861e-193,	-38.1821204360649,,,,Kropski_Fibroblasts.csv
SCGB1A1,ENSG00000149021,	1.54344543114704e-179,	50.8649225256864,,,,Kropski_Fibroblasts.csv
SCGB3A2,ENSG00000164265,	5.308002623564521e-15,	-238.807624274105,,,,Kropski_Fibroblasts.csv
SFRP2,ENSG00000145423,	0.0139831469837372,	72.1055403484373,,,,Kropski_Fibroblasts.csv
SLPI,ENSG00000124107,	4.68012417747612e-53,	-57.2106462633862,,,,Kropski_Fibroblasts.csv
SPARC,ENSG00000113140,	1.69637010017404e-107,	84.1818940203495,,,,Kropski_Fibroblasts.csv
TIMP1,ENSG00000102265,	0.0044382890036064,	126.011090681878,,,,Kropski_Fibroblasts.csv
TMSB10,ENSG00000034510,	5.84666626560732e-111,	79.681898587031,,,,Kropski_Fibroblasts.csv
TMSB4X,ENSG00000205542,	1.16380784472584e-75,	-41.1574296908935,,,,Kropski_Fibroblasts.csv
A2M,ENSG00000175899,	1.37494335651954e-06,	225.029054655379,,,,Xu_Fibroblasts.csv
ADIRF,ENSG00000148671,	1.05540882381907e-64,	-37.4974630873168,,,,Xu_Fibroblasts.csv
AKAP12,ENSG00000131016,	0.0128082771543267,	182.597080588602,,,,Xu_Fibroblasts.csv
APOD,ENSG00000189058,	7.44939884583892e-16,	-331.3770769147,,,,Xu_Fibroblasts.csv
B2M,ENSG00000166710,	1.91837565025623e-37,	-78.9054447798599,,,,Xu_Fibroblasts.csv
C11orf96,ENSG00000187479,	1.83905587438833e-71,	112.046786233417,,,,Xu_Fibroblasts.csv
C1QB,ENSG00000173369,	2.37514453226256e-33,	-45.5699200057061,,,,Xu_Fibroblasts.csv
CCDC80,ENSG00000091986,	6.5352077979146095e-34,	65.8063249261788,,,,Xu_Fibroblasts.csv
CCL4L2,ENSG00000276070,	8.26463915454649e-09,	123.714130773998,,,,Xu_Fibroblasts.csv
CD74,ENSG00000019582,	2.3506642892648905e-23,	-44.1485606825447,,,,Xu_Fibroblasts.csv
CFD,ENSG00000197766,	5.37555582471226e-38,	-58.7090412701535,,,,Xu_Fibroblasts.csv
COL1A1,ENSG00000108821,	7.57201907221522e-105,	369.467184717485,,,,Xu_Fibroblasts.csv
COL1A2,ENSG00000164692,	5.91868166818116e-84,	241.352482372798,,,,Xu_Fibroblasts.csv
COL3A1,ENSG00000168542,	3.5640725272233005e-111,	307.391060085663,,,,Xu_Fibroblasts.csv
COL6A3,ENSG00000163359,	2.51389283605181e-87,	72.3413026259837,,,,Xu_Fibroblasts.csv
CST3,ENSG00000101439,	4.01106481143956e-61,	-43.0167446462759,,,,Xu_Fibroblasts.csv
CTGF,CTGF,	8.259963221751779e-57,	-37.4974049911682,,,,Xu_Fibroblasts.csv
CXCL8,ENSG00000169429,	8.12680501787696e-16,	164.369084547871,,,,Xu_Fibroblasts.csv
DCN,ENSG00000011465,	6.071672522361582e-14,	-132.285152407716,,,,Xu_Fibroblasts.csv
EIF1B,ENSG00000114784,	1.08386782459695e-10,	98.605065516263,,,,Xu_Fibroblasts.csv
FABP4,ENSG00000170323,	1.12788160006926e-27,	-35.3831647079412,,,,Xu_Fibroblasts.csv
FN1,ENSG00000115414,	7.19432342913616e-45,	265.871935666069,,,,Xu_Fibroblasts.csv
FTH1,ENSG00000167996,	7.27735328564729e-23,	333.705336769785,,,,Xu_Fibroblasts.csv
FTL,ENSG00000087086,	7.74586212931243e-07,	70.144085535515,,,,Xu_Fibroblasts.csv
HLA-DRB1,ENSG00000196126,	1.3839090847134298e-22,	-38.4807528971246,,,,Xu_Fibroblasts.csv
HSP90B1,ENSG00000166598,	2.90144630048837e-17,	103.852390823769,,,,Xu_Fibroblasts.csv
HSPA1A,ENSG00000204389,	4.53752807376125e-35,	89.8792588177036,,,,Xu_Fibroblasts.csv
IER3,ENSG00000137331,	6.00546294750023e-66,	121.350130846074,,,,Xu_Fibroblasts.csv
IFI27,ENSG00000165949,	6.28820619383498e-18,	-34.5785466793675,,,,Xu_Fibroblasts.csv
IGFBP6,ENSG00000167779,	5.735364495972911e-21,	-70.244325854843,,,,Xu_Fibroblasts.csv
IGFBP7,ENSG00000163453,	1.77283138278999e-24,	-89.940966545597,,,,Xu_Fibroblasts.csv
MT-ATP6,ENSG00000198899,	2.31970915124658e-99,	147.52758924747,,,,Xu_Fibroblasts.csv
MT-CO2,ENSG00000198712,	1.85576731097619e-48,	-143.800489030688,,,,Xu_Fibroblasts.csv
MT-CO3,ENSG00000198938,	3.80000626580137e-85,	156.25027518752,,,,Xu_Fibroblasts.csv
MT-CYB,ENSG00000198727,	3.71635837816425e-80,	92.7751996098134,,,,Xu_Fibroblasts.csv
MT-ND1,ENSG00000198888,	9.61721368856378e-76,	75.4732427953078,,,,Xu_Fibroblasts.csv
MT-ND2,ENSG00000198763,	6.17921433187199e-08,	-57.2747060834141,,,,Xu_Fibroblasts.csv
MT-ND3,ENSG00000198840,	1.3418989811619196e-40,	108.645088589876,,,,Xu_Fibroblasts.csv
MT-ND4,ENSG00000198886,	1.5413849335987902e-67,	70.1632101300569,,,,Xu_Fibroblasts.csv
MT1M,ENSG00000205364,	0.0004606073056381,	131.728031209562,,,,Xu_Fibroblasts.csv
MT1X,ENSG00000187193,	7.73140988498917e-39,	147.571316859067,,,,Xu_Fibroblasts.csv
MT2A,ENSG00000125148,	0.0038270751940709,	456.777110450076,,,,Xu_Fibroblasts.csv
NEAT1,ENSG00000245532,	4.32813737066605e-101,	158.584060063803,,,,Xu_Fibroblasts.csv
RGCC,ENSG00000102760,	1.0460815506157499e-16,	-40.5360277788712,,,,Xu_Fibroblasts.csv
RPL10,ENSG00000147403,	7.32432942009808e-65,	-40.9430997353013,,,,Xu_Fibroblasts.csv
RPL21,ENSG00000122026,	1.39588792682583e-110,	-42.4540946179112,,,,Xu_Fibroblasts.csv
RPS27,ENSG00000177954,	8.39074751376759e-78,	-35.5761308807688,,,,Xu_Fibroblasts.csv
SCGB1A1,ENSG00000149021,	1.25856975979077e-90,	113.023037199251,,,,Xu_Fibroblasts.csv
SCGB3A1,ENSG00000161055,	1.57933667508959e-96,	92.7750808504771,,,,Xu_Fibroblasts.csv
SCGB3A2,ENSG00000164265,	1.76470609554186e-21,	-395.946475370775,,,,Xu_Fibroblasts.csv
SERPINE1,ENSG00000106366,	4.93203257672282e-78,	85.4390321753224,,,,Xu_Fibroblasts.csv
SFTPC,ENSG00000168484,	5.75896057720682e-83,	-272.226576972791,,,,Xu_Fibroblasts.csv
SLPI,ENSG00000124107,	5.35580091267067e-27,	-101.91840376861,,,,Xu_Fibroblasts.csv
SPARC,ENSG00000113140,	1.83078570098742e-32,	85.4648400038918,,,,Xu_Fibroblasts.csv
SPP1,ENSG00000118785,	8.84240454299801e-32,	103.800111135347,,,,Xu_Fibroblasts.csv
TIMP3,ENSG00000100234,	2.5020984205339e-06,	91.4230673407173,,,,Xu_Fibroblasts.csv
TMSB4X,ENSG00000205542,	9.73652274592638e-51,	-49.0607899742853,,,,Xu_Fibroblasts.csv
VCAN,ENSG00000038427,	1.02277316706455e-47,	66.8976792536265,,,,Xu_Fibroblasts.csv
APOC1,ENSG00000130208,0,	-144.68566521756,,,,LIAO_Macrophages.csv
B2M,ENSG00000166710,	8.11224968590568e-83,	-76.8789239942928,,,,LIAO_Macrophages.csv
CCL3,ENSG00000277632,0,	243.395548910454,,,,LIAO_Macrophages.csv
CCL3L1,CCL3L1,0,	468.458401635552,,,,LIAO_Macrophages.csv
CCL4,ENSG00000275302,0,	417.923712439122,,,,LIAO_Macrophages.csv
CCL4L2,ENSG00000276070,0,inf,,,,LIAO_Macrophages.csv
CCL7,ENSG00000108688,0,	68.2861020964282,,,,LIAO_Macrophages.csv
CCL8,ENSG00000108700,0,	263.597030094641,,,,LIAO_Macrophages.csv
CD52,ENSG00000169442,0,	-52.6854798644537,,,,LIAO_Macrophages.csv
CD74,ENSG00000019582,0,	240.513909440416,,,,LIAO_Macrophages.csv
CIR1,ENSG00000138433,0,	81.5406329817136,,,,LIAO_Macrophages.csv
CRIP1,ENSG00000213145,0,	-56.5182715834933,,,,LIAO_Macrophages.csv
CST3,ENSG00000101439,0,	89.030930137899,,,,LIAO_Macrophages.csv
CSTB,ENSG00000160213,	9.77651031235745e-290,	96.2444040449784,,,,LIAO_Macrophages.csv
CXCL10,ENSG00000169245,0,	223.20012668362,,,,LIAO_Macrophages.csv
CXCL8,ENSG00000169429,0,	200.118513795266,,,,LIAO_Macrophages.csv
FABP4,ENSG00000170323,0,	-95.4247229527842,,,,LIAO_Macrophages.csv
GADD45B,ENSG00000099860,0,	76.0466057593849,,,,LIAO_Macrophages.csv
H3F3B,H3F3B,0,	299.663922204806,,,,LIAO_Macrophages.csv
HLA-DQA1,ENSG00000196735,0,	80.0815416460006,,,,LIAO_Macrophages.csv
HLA-DRA,ENSG00000204287,0,	-49.4703247917787,,,,LIAO_Macrophages.csv
HSP90AA1,ENSG00000080824,0,	151.066816905302,,,,LIAO_Macrophages.csv
HSPA1A,ENSG00000204389,0,	257.826257595788,,,,LIAO_Macrophages.csv
HSPA5,ENSG00000044574,	2.9874424066911697e-280,	-34.9745980795388,,,,LIAO_Macrophages.csv
HSPB1,ENSG00000106211,	2.63722148177169e-40,	158.280292109746,,,,LIAO_Macrophages.csv
IER3,ENSG00000137331,0,	185.0075533172,,,,LIAO_Macrophages.csv
IFIT2,ENSG00000119922,0,	77.4893698148539,,,,LIAO_Macrophages.csv
IFITM2,ENSG00000185201,0,	-42.6475866531072,,,,LIAO_Macrophages.csv
LYZ,ENSG00000090382,0,	-226.919283829579,,,,LIAO_Macrophages.csv
MT-ATP6,ENSG00000198899,0,	-150.456334208131,,,,LIAO_Macrophages.csv
MT-ATP8,ENSG00000228253,0,	190.525102245878,,,,LIAO_Macrophages.csv
MT-CO3,ENSG00000198938,0,	-215.011392712263,,,,LIAO_Macrophages.csv
MT-CYB,ENSG00000198727,0,	-45.1395217607665,,,,LIAO_Macrophages.csv
MT-ND1,ENSG00000198888,0,	-38.8912475321491,,,,LIAO_Macrophages.csv
MT2A,ENSG00000125148,0,	155.394723995148,,,,LIAO_Macrophages.csv
NCF1,ENSG00000158517,0,	77.1267812194191,,,,LIAO_Macrophages.csv
NEAT1,ENSG00000245532,0,	201.55125301229,,,,LIAO_Macrophages.csv
NFKBIA,ENSG00000100906,0,	70.7118991633373,,,,LIAO_Macrophages.csv
NUPR1,ENSG00000176046,0,	127.762128118698,,,,LIAO_Macrophages.csv
PLEK,ENSG00000115956,0,	64.2811439473249,,,,LIAO_Macrophages.csv
PPP1R15A,ENSG00000087074,0,	141.959373143159,,,,LIAO_Macrophages.csv
PSAP,ENSG00000197746,0,	-33.0946271238917,,,,LIAO_Macrophages.csv
RPL13A,ENSG00000142541,0,	-48.6226690086069,,,,LIAO_Macrophages.csv
RPL17,ENSG00000265681,0,	-31.1408217740014,,,,LIAO_Macrophages.csv
RPL21,ENSG00000122026,0,	-52.9187025185229,,,,LIAO_Macrophages.csv
RPL34,ENSG00000109475,0,	-36.5397481370739,,,,LIAO_Macrophages.csv
S100A6,ENSG00000197956,	1.92602445832891e-32,	106.343270637737,,,,LIAO_Macrophages.csv
S100A8,ENSG00000143546,0,	241.982789293381,,,,LIAO_Macrophages.csv
S100A9,ENSG00000163220,	7.6005150030615e-06,	84.7028450244167,,,,LIAO_Macrophages.csv
SAT1,ENSG00000130066,0,	207.331923337617,,,,LIAO_Macrophages.csv
SCD,ENSG00000099194,0,	-40.4858782352505,,,,LIAO_Macrophages.csv
SLC43A2,ENSG00000167703,0,	106.661299896552,,,,LIAO_Macrophages.csv
SNHG25,ENSG00000266402,0,	-55.84991786478,,,,LIAO_Macrophages.csv
SPP1,ENSG00000118785,0,	273.243824144127,,,,LIAO_Macrophages.csv
SQSTM1,ENSG00000161011,0,	73.1146967820776,,,,LIAO_Macrophages.csv
TAOK1,ENSG00000160551,0,	90.326019907065,,,,LIAO_Macrophages.csv
TIMP1,ENSG00000102265,0,	107.785965670604,,,,LIAO_Macrophages.csv
TXN,ENSG00000136810,0,	162.608376014336,,,,LIAO_Macrophages.csv
UBC,ENSG00000150991,0,	103.005889152926,,,,LIAO_Macrophages.csv
ZFP36,ENSG00000128016,0,	119.257319652216,,,,LIAO_Macrophages.csv
ABCG1,ENSG00000160179,	9.43560733094769e-26,	-27.0956533731354,,,,BOST_Macrophages.csv
AC092691.1,AC092691.1,0,	-38.1682874882521,,,,BOST_Macrophages.csv
AKAP13,ENSG00000170776,0,	-25.2246135026433,,,,BOST_Macrophages.csv
ALCAM,ENSG00000170017,0,	-42.9962855195206,,,,BOST_Macrophages.csv
ANKUB1,ENSG00000206199,0,	-21.4918512928532,,,,BOST_Macrophages.csv
APOC1,ENSG00000130208,0,	187.136751367723,,,,BOST_Macrophages.csv
APOE,ENSG00000130203,0,	120.161146040813,,,,BOST_Macrophages.csv
ATP10A,ENSG00000206190,0,	-20.8477255849421,,,,BOST_Macrophages.csv
ATP1B3,ENSG00000069849,	6.89888739459715e-55,	-40.0324518864806,,,,BOST_Macrophages.csv
B2M,ENSG00000166710,0,	87.0484068269676,,,,BOST_Macrophages.csv
CCL18,ENSG00000275385,	2.6649596968395e-209,	283.048275765882,,,,BOST_Macrophages.csv
CCL2,ENSG00000108691,0,	487.149062951558,,,,BOST_Macrophages.csv
CCL20,ENSG00000115009,0,	257.730067468849,,,,BOST_Macrophages.csv
CCL3,ENSG00000277632,0,	261.535436244472,,,,BOST_Macrophages.csv
CCL3L3,ENSG00000276085,0,	207.270358619284,,,,BOST_Macrophages.csv
CCL4,ENSG00000275302,0,	225.577532052857,,,,BOST_Macrophages.csv
CCL4L2,ENSG00000276070,0,	194.090672848541,,,,BOST_Macrophages.csv
CHST11,ENSG00000171310,0,	-52.2159680994176,,,,BOST_Macrophages.csv
CST3,ENSG00000101439,0,	136.092923807665,,,,BOST_Macrophages.csv
CXCL2,ENSG00000081041,0,	109.930412678943,,,,BOST_Macrophages.csv
CXCL3,ENSG00000163734,0,	178.476384042577,,,,BOST_Macrophages.csv
CXCL8,ENSG00000169429,0,	815.160252124344,,,,BOST_Macrophages.csv
FMN1,ENSG00000248905,0,	-27.9975955365987,,,,BOST_Macrophages.csv
FMNL2,ENSG00000157827,0,	-40.7585489374923,,,,BOST_Macrophages.csv
FNDC3B,ENSG00000075420,0,	-36.5673265913858,,,,BOST_Macrophages.csv
FTH1,ENSG00000167996,0,	626.381906726056,,,,BOST_Macrophages.csv
FTL,ENSG00000087086,0,inf,,,,BOST_Macrophages.csv
GLDN,ENSG00000186417,	5.93980748687837e-95,	-36.6805998530563,,,,BOST_Macrophages.csv
HLA-DRA,ENSG00000204287,0,	113.97274631909,,,,BOST_Macrophages.csv
HMOX1,ENSG00000100292,0,	102.662353814778,,,,BOST_Macrophages.csv
HSP90AA1,ENSG00000080824,0,	147.418725295068,,,,BOST_Macrophages.csv
IFI27,ENSG00000165949,0,	129.310064216368,,,,BOST_Macrophages.csv
IL1B,ENSG00000125538,0,	152.30526062531,,,,BOST_Macrophages.csv
ISG15,ENSG00000187608,0,	161.061228235648,,,,BOST_Macrophages.csv
KCNMA1,ENSG00000156113,0,	-30.1933384390744,,,,BOST_Macrophages.csv
LPP,ENSG00000145012,0,	-27.9588575729338,,,,BOST_Macrophages.csv
LRMDA,ENSG00000148655,0,	-25.3002134535894,,,,BOST_Macrophages.csv
LSAMP,ENSG00000185565,0,	-101.645540873204,,,,BOST_Macrophages.csv
MALAT1,ENSG00000251562,	4.98120540626817e-72,inf,,,,BOST_Macrophages.csv
MBNL1,ENSG00000152601,0,	-24.7328107559628,,,,BOST_Macrophages.csv
MRC1,ENSG00000260314,	2.99131867244209e-95,	-25.68665122996,,,,BOST_Macrophages.csv
MT-ATP6,ENSG00000198899,0,	158.946547507323,,,,BOST_Macrophages.csv
MT-CO1,ENSG00000198804,0,	170.497134567634,,,,BOST_Macrophages.csv
MT-CO2,ENSG00000198712,0,	160.419076942641,,,,BOST_Macrophages.csv
MT-CO3,ENSG00000198938,0,	114.190175654437,,,,BOST_Macrophages.csv
MT-CYB,ENSG00000198727,0,	83.5937695301201,,,,BOST_Macrophages.csv
MT-ND2,ENSG00000198763,0,	115.266803004283,,,,BOST_Macrophages.csv
MT-ND3,ENSG00000198840,0,	87.9212050113537,,,,BOST_Macrophages.csv
MT2A,ENSG00000125148,	5.0160731724085803e-300,	387.250748035792,,,,BOST_Macrophages.csv
NHSL1,ENSG00000135540,0,	-35.2799948573981,,,,BOST_Macrophages.csv
PLXDC2,ENSG00000120594,0,	-30.1471837155064,,,,BOST_Macrophages.csv
PPARG,ENSG00000132170,	1.47464825751748e-216,	-42.1042795238282,,,,BOST_Macrophages.csv
RAB7A,ENSG00000075785,	0.0048086307296252,	-24.8604736322422,,,,BOST_Macrophages.csv
RABGAP1L,ENSG00000152061,0,	-28.0439676161417,,,,BOST_Macrophages.csv
RBPJ,ENSG00000168214,0,	-110.749015447716,,,,BOST_Macrophages.csv
RNF144B,ENSG00000137393,0,	-21.4350136012903,,,,BOST_Macrophages.csv
RUNX1,ENSG00000159216,0,	-21.8470559334032,,,,BOST_Macrophages.csv
S100A8,ENSG00000143546,0,	198.066745432267,,,,BOST_Macrophages.csv
S100A9,ENSG00000163220,0,	207.978145054262,,,,BOST_Macrophages.csv
SIPA1L1,ENSG00000197555,0,	-29.7161059633005,,,,BOST_Macrophages.csv
SLC16A10,ENSG00000112394,	5.22832223510146e-73,	-28.6249165444061,,,,BOST_Macrophages.csv
SLC8A1,ENSG00000183023,0,	-33.9933074567114,,,,BOST_Macrophages.csv
SLC9A9,ENSG00000181804,0,	-26.6059679269414,,,,BOST_Macrophages.csv
SOD2,ENSG00000112096,0,	131.540601662376,,,,BOST_Macrophages.csv
SPP1,ENSG00000118785,0,	472.041779695253,,,,BOST_Macrophages.csv
SPRED1,ENSG00000166068,	3.85677399548425e-291,	-21.8082308176877,,,,BOST_Macrophages.csv
TBXAS1,ENSG00000059377,0,	-23.3620620123793,,,,BOST_Macrophages.csv
TCF7L2,ENSG00000148737,0,	-21.0771401522752,,,,BOST_Macrophages.csv
TFEC,ENSG00000105967,	6.3810774475286e-76,	-24.9086805106745,,,,BOST_Macrophages.csv
TIMP1,ENSG00000102265,0,	185.5537370802,,,,BOST_Macrophages.csv
TMSB4X,ENSG00000205542,0,	92.6131620643517,,,,BOST_Macrophages.csv
TPRG1,ENSG00000188001,0,	-28.0949608899266,,,,BOST_Macrophages.csv
TRPS1,ENSG00000104447,0,	-22.7673558494174,,,,BOST_Macrophages.csv
TXN,ENSG00000136810,0,	100.311027674153,,,,BOST_Macrophages.csv
ZEB2,ENSG00000169554,0,	-23.3144645540461,,,,BOST_Macrophages.csv
ABCG1,ENSG00000160179,	2.6113040074736203e-68,	-27.9191268537296,,,,Delorey_Macrophages.csv
AC092691.1,AC092691.1,	8.08142614413065e-87,	-11.0948852095147,,,,Delorey_Macrophages.csv
AC105402.3,AC105402.3,	1.3543662150819e-42,	159.960513184851,,,,Delorey_Macrophages.csv
AKAP13,ENSG00000170776,	1.66435469900561e-72,	-8.96894925443455,,,,Delorey_Macrophages.csv
AL365295.1,AL365295.1,0,	-13.7231641044629,,,,Delorey_Macrophages.csv
CD74,ENSG00000019582,	1.42368321484617e-18,	-10.3466313283847,,,,Delorey_Macrophages.csv
CTSD,ENSG00000117984,0,	-40.7425868254194,,,,Delorey_Macrophages.csv
ELF1,ENSG00000120690,	7.14692492641636e-35,	-16.7186036382613,,,,Delorey_Macrophages.csv
FNDC3B,ENSG00000075420,	7.74275656436683e-12,	-29.8956058541434,,,,Delorey_Macrophages.csv
FOXP1,ENSG00000114861,	6.48015444300656e-38,	-16.2360312369006,,,,Delorey_Macrophages.csv
FP671120.1,FP671120.1,	2.40914552582465e-29,	128.301626081033,,,,Delorey_Macrophages.csv
FTH1,ENSG00000167996,	3.23866691298132e-21,	201.438229500435,,,,Delorey_Macrophages.csv
FTL,ENSG00000087086,	1.50393692310448e-27,	811.862283576056,,,,Delorey_Macrophages.csv
GLDN,ENSG00000186417,	5.968908344174681e-91,	-25.9532475087153,,,,Delorey_Macrophages.csv
INHBA,ENSG00000122641,	2.7724575260123094e-126,	-11.6692642621732,,,,Delorey_Macrophages.csv
INO80D,ENSG00000114933,	9.37583875677555e-69,	84.7216719813498,,,,Delorey_Macrophages.csv
LINC00486,ENSG00000236854,	1.89993264981692e-36,	-14.092783974511,,,,Delorey_Macrophages.csv
LRMDA,ENSG00000148655,	1.75438570121316e-30,	-11.2765141081409,,,,Delorey_Macrophages.csv
LYZ,ENSG00000090382,	9.37858373650619e-90,	-33.9934378168636,,,,Delorey_Macrophages.csv
MALAT1,ENSG00000251562,	2.38993188466374e-11,inf,,,,Delorey_Macrophages.csv
MMP19,ENSG00000123342,	9.73141840335552e-41,	-12.9125715135777,,,,Delorey_Macrophages.csv
MRC1,ENSG00000260314,	1.798263836591e-41,	-15.3317417612913,,,,Delorey_Macrophages.csv
MT-CO1,ENSG00000198804,	6.797018602850299e-12,	153.805386271868,,,,Delorey_Macrophages.csv
MT-CO3,ENSG00000198938,	4.51547160175429e-08,	131.377753639761,,,,Delorey_Macrophages.csv
MT-ND1,ENSG00000198888,	5.80656457999572e-05,	105.245565524351,,,,Delorey_Macrophages.csv
MT-ND2,ENSG00000198763,	0.0366231219296596,	264.435337277588,,,,Delorey_Macrophages.csv
MT2A,ENSG00000125148,	1.81954860188258e-33,	97.4198310189774,,,,Delorey_Macrophages.csv
MTRNR2L12,ENSG00000269028,	1.4882799279943098e-11,	470.668595990304,,,,Delorey_Macrophages.csv
OSBPL8,ENSG00000091039,	0.0001195199197487,	-18.8618707482645,,,,Delorey_Macrophages.csv
PPARG,ENSG00000132170,	4.25745962361361e-87,	-13.3976613230918,,,,Delorey_Macrophages.csv
RAB7A,ENSG00000075785,	1.4580176685589e-06,	-19.1719108413842,,,,Delorey_Macrophages.csv
RASGEF1B,ENSG00000138670,	1.48095716087098e-61,	180.920777527076,,,,Delorey_Macrophages.csv
S100A6,ENSG00000197956,	6.81624979363215e-32,	161.533449889356,,,,Delorey_Macrophages.csv
SGMS2,ENSG00000164023,	1.6023323917642603e-61,	-13.9620651660938,,,,Delorey_Macrophages.csv
SLC16A10,ENSG00000112394,	1.16267652247478e-20,	-18.045359842387,,,,Delorey_Macrophages.csv
SLC8A1,ENSG00000183023,	9.520846007972112e-32,	-8.83752691420586,,,,Delorey_Macrophages.csv
SPIDR,ENSG00000164808,	1.33912723426275e-55,	-9.18403517813389,,,,Delorey_Macrophages.csv
SVIL,ENSG00000197321,	1.38814836291256e-107,	-8.82657755846666,,,,Delorey_Macrophages.csv
UTRN,ENSG00000152818,	1.59345230635152e-07,	-11.8126207117074,,,,Delorey_Macrophages.csv
AKAP13,ENSG00000170776,	6.090848036870901e-280,	-12.4811021255997,,,,Izar_Macrophages.csv
APOE,ENSG00000130203,	3.6716042867643e-171,	36.8654389006097,,,,Izar_Macrophages.csv
ATP2A2,ENSG00000174437,	2.79123951491955e-37,	-14.0414816744518,,,,Izar_Macrophages.csv
B2M,ENSG00000166710,	7.31959511581658e-167,	43.9820791767413,,,,Izar_Macrophages.csv
CERS6,ENSG00000172292,	0.0428142630076147,	-13.4512329131405,,,,Izar_Macrophages.csv
CTSB,ENSG00000164733,0,	33.5601056002797,,,,Izar_Macrophages.csv
CTSD,ENSG00000117984,	1.0019790897886099e-229,	59.9187076748036,,,,Izar_Macrophages.csv
FTH1,ENSG00000167996,	1.45936133372203e-19,	48.3056930639184,,,,Izar_Macrophages.csv
FTL,ENSG00000087086,	5.42009272232621e-191,	253.24392067839,,,,Izar_Macrophages.csv
HLA-DPB1,ENSG00000223865,	3.51836557559419e-113,	-13.6925425443868,,,,Izar_Macrophages.csv
HSP90AA1,ENSG00000080824,	1.13288641381627e-267,	81.532818274514,,,,Izar_Macrophages.csv
JARID2,ENSG00000008083,	2.27458816721591e-08,	63.2888041963044,,,,Izar_Macrophages.csv
LSAMP,ENSG00000185565,0,	-25.3388436625968,,,,Izar_Macrophages.csv
MALAT1,ENSG00000251562,	2.2655658558784905e-172,	168.124429376885,,,,Izar_Macrophages.csv
MRC1,ENSG00000260314,	4.06834414719972e-98,	-12.2087370161319,,,,Izar_Macrophages.csv
MT-CO3,ENSG00000198938,	1.32781891958193e-06,	-15.1635982179842,,,,Izar_Macrophages.csv
NAMPT,ENSG00000105835,	2.89172646066684e-68,	-32.4095153292601,,,,Izar_Macrophages.csv
NEAT1,ENSG00000245532,0,	138.270285911434,,,,Izar_Macrophages.csv
NFAT5,ENSG00000102908,	3.96207569633638e-10,	-13.6941615597242,,,,Izar_Macrophages.csv
NHSL1,ENSG00000135540,	2.25888065588257e-08,	-24.4894002612795,,,,Izar_Macrophages.csv
PSAP,ENSG00000197746,0,	38.3531115361632,,,,Izar_Macrophages.csv
RBPJ,ENSG00000168214,	1.07099648029188e-05,	32.5111206439829,,,,Izar_Macrophages.csv
